trial,rwrd_prob0,rwrd_prob1,rwrd_prob2,rwrd_prob3,symbol0,symbol1,common,choice1,rt1,final_state,choice2,rt2,reward,slow
1,0.7363076788590001,0.609455467291,0.409687636778,0.55529730985,0,0,1,1,0.351400391453,1,1,0.7546721975570001,1,0
2,0.746937346204,0.609286986332,0.42118811822200003,0.536895239547,0,0,1,1,0.331189620344,1,1,0.390392925838,0,0
3,0.6953091514759999,0.5981267805330001,0.382266078738,0.575973763814,0,0,1,1,0.286813101231,1,0,0.38335323600500004,1,0
4,0.7259016464040001,0.590403873196,0.351369765374,0.554187120745,1,0,1,0,0.357109479991,1,0,0.25372284613400004,1,0
5,0.7337795086130001,0.54003369567,0.348077332131,0.544012341656,0,0,1,1,0.395357022544,1,0,0.283951463239,1,0
6,0.727526249972,0.55348082658,0.31815161292399996,0.540418687285,0,0,1,1,0.34299780124799994,1,0,0.250194096332,0,0
7,0.723968517878,0.56091061456,0.318791931726,0.543460729908,1,0,1,1,0.23988857723499998,0,1,0.421739030689,0,0
8,0.72824681205,0.575197328468,0.322691592488,0.49993264236199997,1,1,1,0,0.34218851312,0,0,0.22011550391999998,1,0
9,0.736971760945,0.56940051917,0.332583384381,0.507009463516,0,0,0,0,0.22042400539999998,1,1,1.35690391296,1,0
10,0.748226008571,0.6038816106480001,0.31008871333,0.498864405337,1,1,1,0,1.3950530489700002,0,0,0.489382055236,1,0
11,0.7468330286579999,0.620374122381,0.333944847404,0.5188897878809999,1,0,1,1,0.287231178089,0,0,0.23702663738200003,1,0
12,0.7445207716159999,0.645666816486,0.31883161356600004,0.5488919639800001,1,1,0,0,0.240063958213,1,0,0.421904148409,0,0
13,0.7213443397310001,0.624938608723,0.361366845177,0.534853941914,0,0,1,0,0.198359206807,0,0,0.284135900033,1,0
14,0.716399642477,0.6465629839779999,0.374063520062,0.555673708769,0,1,1,1,0.233830839764,0,0,0.245024432593,0,0
15,0.721375982361,0.626003404551,0.355139899609,0.570275851579,0,1,1,0,0.22405085988,1,1,0.18721783585299998,1,0
16,0.747459731122,0.650177838564,0.332246962274,0.5419781941290001,1,0,1,0,0.307512282706,1,1,0.217417172484,0,0
17,0.749049551418,0.6727265216230001,0.326615807589,0.572977164113,1,0,0,0,0.32180266289299997,0,0,0.759649576128,1,0
18,0.719155726753,0.67585469909,0.324423277858,0.599281552583,1,0,0,1,0.330882326306,1,1,0.459427527509,0,0
19,0.723850749386,0.692216570717,0.322896692899,0.612363508667,1,0,0,1,0.257222013603,1,0,1.0017299628,1,0
20,0.7439376431520001,0.660721385734,0.286363524062,0.6025314291780001,1,1,0,0,0.202426475827,1,0,0.21621757866799998,0,0
21,0.726180953654,0.665339391351,0.307159050555,0.638710471813,1,1,0,1,0.28859498404399997,0,0,1.19042419859,1,0
22,0.711388426892,0.686677652167,0.30337364594300004,0.640215221308,0,1,1,1,0.844527328643,0,0,0.306612436413,0,0
23,0.7108227975910001,0.7000905143449999,0.293060239399,0.644855877648,1,1,1,1,0.275001901721,1,0,0.358169916095,0,0
24,0.730634739242,0.69856264413,0.30290427265700004,0.63436880723,1,1,1,1,0.257307440138,1,1,0.353759129772,0,0
25,0.7403437808769999,0.688989158776,0.298643846301,0.6583553056570001,0,1,0,1,0.314214492445,1,0,1.07202724714,0,0
26,0.7214966669339999,0.719031435733,0.322308291824,0.639750113985,0,0,1,0,0.568746928569,0,0,0.24136467531300002,0,0
27,0.7346808055609999,0.6888699758589999,0.296953049008,0.65266538202,0,1,1,0,0.343082322201,1,1,0.6742909597600001,1,0
28,0.7216528716789999,0.6887061406489999,0.277218872066,0.6255065373149999,0,0,1,0,0.458819882226,0,1,0.22741901987100002,0,0
29,0.723121918127,0.6931443831990001,0.316520980668,0.601910538459,1,1,1,1,0.315788695202,1,0,0.20440154939,0,0
30,0.704666221856,0.709146938268,0.320629114595,0.553705218869,0,1,1,0,0.306061842774,1,1,0.213237611341,1,0
31,0.708301178103,0.7298070136239999,0.327874615965,0.5554740992580001,0,1,1,0,0.229566455807,1,1,0.20074209397,0,0
32,0.688160990777,0.707828586537,0.320795775042,0.538868843774,1,1,1,1,0.37172888817500005,1,0,0.212281618987,0,0
33,0.699912364175,0.7469098423530001,0.315608252987,0.524706857681,0,1,1,1,0.372658014941,0,0,0.24519558752300002,1,0
34,0.669035443382,0.748039622571,0.33482278446999997,0.556487305689,0,1,1,1,0.9682113675849999,0,0,0.22502073781999998,1,0
35,0.675736590124,0.742617570785,0.387904876943,0.6096211298449999,1,0,1,1,0.292071813832,0,0,0.236582902377,0,0
36,0.6563153555969999,0.743510433341,0.391484760038,0.588103001617,0,1,1,0,0.30359654768100003,1,0,0.18146226079,1,0
37,0.650246103791,0.749245981914,0.414924490195,0.531964728206,1,1,1,1,0.283183530006,1,0,0.19304072581700002,0,0
38,0.614427096888,0.727217172298,0.39233561195,0.477929209741,1,1,1,0,0.33999127019299996,0,1,0.21519306396899998,0,0
39,0.571382956056,0.731524970107,0.410962959132,0.48576678504500004,0,0,1,0,0.260915881125,0,0,0.237413320744,1,0
40,0.583163591857,0.719456954792,0.39283445185500004,0.488523344092,0,0,1,0,0.240450339714,0,0,0.206272179204,1,0
41,0.5882159153859999,0.7343447715889999,0.369106851735,0.464376249908,1,1,0,0,0.262661842532,1,1,0.548539779787,1,0
42,0.5574363849589999,0.738939138706,0.399210304207,0.507043507555,0,0,1,0,0.47968629444399996,0,0,0.216290025199,1,0
43,0.563947504006,0.701418671206,0.405677705147,0.49321139005000003,0,0,0,0,0.68864895671,1,1,0.203930948796,0,0
44,0.559935041231,0.6915030864820001,0.40835896977700004,0.49630584317800003,0,1,0,1,0.6229677238629999,1,0,0.418288462769,0,0
45,0.553255754918,0.6784293674359999,0.41915282412199995,0.450318378178,0,0,0,0,0.24804907528099998,1,0,0.533893807874,0,0
46,0.547910227311,0.681800760821,0.439655023856,0.409578806377,1,0,1,1,1.21173857186,0,0,0.223297415953,0,0
47,0.544648573165,0.657596622723,0.401166805525,0.38456584717200004,1,0,1,0,0.271715545939,1,1,0.20546258921500002,1,0
48,0.607281957617,0.614593279231,0.38722630680299996,0.38863200392999997,1,1,1,1,0.256519282248,1,1,0.217015999816,1,0
49,0.6135631012699999,0.633134905651,0.355201310917,0.42225907239,0,0,1,1,0.24936005563900002,1,1,0.212610345123,0,0
50,0.623052689429,0.668068951546,0.352054084573,0.40390095765,1,1,1,0,0.76493092827,0,1,0.210945584203,1,0
51,0.632254690073,0.673753568914,0.360208603966,0.37649327186399995,1,1,0,0,0.264585901663,1,1,0.227816872073,0,0
52,0.635538249861,0.616169448218,0.364580559626,0.377036136125,0,0,1,0,0.29487609832,0,1,0.223365636437,0,0
53,0.632624822255,0.612534533525,0.31289009958299996,0.424457430765,0,1,1,0,0.303704311897,1,0,0.22157077362,0,0
54,0.61965638817,0.587253868706,0.300330797624,0.42858327560500004,0,0,0,0,0.595289828386,1,1,1.20125797365,0,0
55,0.6852269264830001,0.6068494811,0.274046655213,0.45708019604999994,0,0,0,0,0.407357186756,1,0,0.213244855995,0,0
56,0.641799268004,0.616035924328,0.250039945066,0.459231422888,0,0,1,1,0.346953683725,1,1,0.190156146424,1,0
57,0.625889225263,0.6172854216579999,0.28655521169799997,0.416221816784,0,1,0,0,0.20648800949499999,0,0,0.35102185832599997,1,0
58,0.621027742086,0.603456752999,0.281538261589,0.44168445971000003,1,1,1,0,0.255398474035,0,0,0.24261558542199999,0,0
59,0.618716642018,0.580325515298,0.28879650958,0.487846835399,0,0,0,1,0.701655825848,0,1,0.600921942485,1,0
60,0.6451506145520001,0.592525906439,0.30113795605099997,0.45359950955600004,1,1,1,1,0.28680857332299997,1,1,0.220655230579,1,0
61,0.671337091661,0.5830006086280001,0.315251627227,0.421565170099,0,1,0,1,0.269067625215,1,1,0.26421551877099997,0,0
62,0.677998164981,0.533824800159,0.281585610745,0.395281917245,1,1,1,0,0.272564679659,0,1,0.203730815253,0,0
63,0.647316510578,0.52491482397,0.266357221641,0.438061078303,1,0,1,0,0.305439104464,1,0,0.18864382508000002,0,0
64,0.627114899022,0.526911340755,0.261884681658,0.42432489860600003,0,1,0,1,0.263635040938,1,0,0.386815274627,0,0
65,0.6519758084830001,0.523511608673,0.285821287177,0.42675959538099995,0,1,1,1,0.291254375469,0,0,0.243750279221,0,0
66,0.6312496278249999,0.534145009423,0.265837211102,0.425186954223,1,0,0,1,0.23880852019499998,1,0,0.7672914777519999,1,0
67,0.6254248619380001,0.5330920734529999,0.272712711201,0.44345630024599997,0,0,1,1,0.311907070419,1,0,0.347074427944,0,0
68,0.576640696285,0.513285640879,0.306369078337,0.418334943565,0,1,1,1,0.39548712444,0,1,0.297358901324,0,0
69,0.593877643894,0.540614889028,0.288930395005,0.37592918347099996,0,1,1,0,0.364494196429,1,0,0.20500768537,0,0
70,0.5948463867989999,0.602490362408,0.27842610758,0.360311198514,0,1,0,1,0.677348505247,1,1,0.251365013396,0,0
71,0.55161702639,0.600076319859,0.303566077276,0.37392529741999997,1,0,0,1,0.534416932203,1,0,0.609672577901,0,0
72,0.568478708566,0.602050077966,0.266517728396,0.334761193176,0,1,0,1,0.319553499952,1,1,0.280064706827,0,0
73,0.540436458342,0.609676201682,0.265012373362,0.28313638158300003,0,0,1,0,0.30720559238899997,0,0,0.297073643107,1,0
74,0.592563976189,0.6167487066089999,0.258841790372,0.29419991404199997,0,1,1,1,0.230740391477,0,0,0.20988273321400003,1,0
75,0.573675795436,0.6408672483569999,0.25043805292,0.28816545910700003,0,0,1,0,0.306248694453,0,0,0.22144791637699998,1,0
76,0.582806454816,0.6299650636540001,0.259733369667,0.29202895582,0,0,1,0,0.259202520656,0,0,0.251763167459,0,0
77,0.605968221484,0.626663856055,0.251992907745,0.275310800622,1,0,0,0,0.265453448877,0,1,0.212650492576,1,0
78,0.617097707444,0.6265613943230001,0.276131264913,0.286029258205,0,1,1,1,0.634268175325,0,1,0.21364119889400002,1,0
79,0.652414156247,0.610131421458,0.313240748339,0.28592238725,1,1,1,0,0.347295088005,0,1,0.24651109579,1,0
80,0.669254147062,0.591783926225,0.340939649028,0.303259729807,0,0,1,0,0.22287873537300001,0,1,0.19403263957699998,1,0
81,0.6689297564209999,0.563664508826,0.34650066736999996,0.32839312070099996,1,0,0,1,0.25311972876,1,1,0.440235233888,0,0
82,0.645211801421,0.5846395612349999,0.36864248414800005,0.34082301499300005,1,0,0,1,0.3153250374,1,0,0.19587942240800002,0,0
83,0.620131987222,0.594803734466,0.36690953602,0.31891328856,0,0,0,0,0.262902123528,1,0,1.27406070053,1,0
84,0.633611402209,0.57011278015,0.36710458323899997,0.253723469745,0,0,0,1,0.269565996979,0,1,0.62470794992,0,0
85,0.667021883937,0.540907833332,0.336999075885,0.270895872839,0,1,0,0,0.365344537592,0,1,0.331223428725,0,0
86,0.64626457378,0.50902274935,0.31051014905,0.30577051949,1,0,1,1,0.41431235563600005,0,0,0.246828351226,1,0
87,0.679064550109,0.524182270158,0.322253898728,0.321982361593,1,0,1,1,0.22603770600499998,0,0,0.19712520088799998,1,0
88,0.6905323348379999,0.534740049738,0.318126156457,0.336331587357,1,1,1,0,0.192086242766,0,0,0.237882110174,1,0
89,0.6550984194089999,0.578510592807,0.285349205746,0.317998352378,1,0,0,1,0.24363164802600001,1,1,0.188098966792,0,0
90,0.667880169162,0.585265638956,0.259518163675,0.352525704178,0,1,1,1,0.204448639635,0,0,0.18093309925099998,0,0
91,0.656788620355,0.619945597912,0.263002797254,0.360504338256,0,0,0,0,0.31459362929400003,1,0,0.23778309991399998,0,0
92,0.6859939668420001,0.609274694115,0.29419313125,0.36719486916500005,1,0,0,1,0.240826457956,1,0,0.566649601483,0,0
93,0.672486980685,0.642864488249,0.317800183375,0.332063292236,0,1,1,1,0.844543629112,0,1,0.282567432628,1,0
94,0.697830791538,0.602656646362,0.335417484097,0.36639285089100004,0,0,1,0,1.09895441543,0,1,0.219811832209,0,0
95,0.723574673339,0.604733999138,0.352625163425,0.40539770888800003,0,1,1,0,0.228203555434,1,1,0.183394470156,0,0
96,0.694579269349,0.582330859362,0.278689427815,0.471770121786,0,1,0,0,0.186386511905,0,0,1.48550767511,1,0
97,0.713031017589,0.567153750838,0.266142670521,0.476241599309,0,1,1,1,0.21170355603799998,0,0,0.10822425099300001,1,0
98,0.707226633755,0.554899492341,0.28457124811900003,0.441280160001,0,1,1,1,0.23917528075999997,0,0,0.22366659140200001,1,0
99,0.720895962405,0.5310612449009999,0.27959445186,0.413833809435,0,0,0,1,1.20271686567,0,0,0.18491373429299998,1,0
100,0.695785180287,0.52938642322,0.26139677005899997,0.368819356654,1,1,1,0,0.385319857473,0,0,0.17250213415399998,0,0
101,0.668513671645,0.53201121325,0.25067562458,0.342887924915,1,0,1,0,0.130159551411,1,0,0.189291617815,0,0
102,0.6813825643520001,0.5288540631040001,0.259871292608,0.327583859179,0,1,1,1,0.189635436979,0,0,0.36078221727399995,0,0
103,0.694162533338,0.5233932996239999,0.255407445254,0.31699986199,0,0,1,1,0.28654806766999996,1,1,0.268380288748,1,0
104,0.680426231822,0.560088751004,0.263475531855,0.265584921827,1,1,1,1,0.19675421427499998,1,1,0.23725152349,0,0
105,0.6010644417109999,0.6189192726870001,0.287707400882,0.280769708177,1,1,1,1,0.22700516905999998,1,1,0.238152879086,0,0
106,0.553891182645,0.626785699694,0.342755530281,0.33975565039399996,0,1,0,0,0.22514480250500002,0,1,0.236289192064,1,0
107,0.576786186236,0.6448525126619999,0.36981092515,0.315746456582,1,1,0,0,0.19939730523,1,0,0.173139965491,0,0
108,0.594657132996,0.647900069073,0.35601636710199996,0.33916389851400003,1,0,1,1,0.232174229078,0,1,0.195369579943,1,0
109,0.63823233043,0.6176325285859999,0.342900351779,0.34356193783,0,1,0,1,0.238318902387,1,1,0.622832792198,1,0
110,0.595456815043,0.608740783374,0.35115565719499997,0.331301987817,0,0,1,0,0.055378430493900004,0,1,0.21845315788400002,0,0
111,0.588170230704,0.632422216974,0.358448684018,0.293207980018,1,1,1,1,0.288144306246,1,1,0.26466106494,0,0
112,0.564986495056,0.6222576729689999,0.368218773041,0.302424553421,1,1,1,1,0.337045413108,1,0,0.241578090719,0,0
113,0.500340314227,0.6270243674270001,0.362423378983,0.296888124762,0,1,0,1,0.21261728791600001,1,1,0.35710072603500004,1,0
114,0.558833008518,0.629434357545,0.368376513917,0.297164226536,0,0,0,1,0.210842649756,0,0,0.26735969823600003,1,0
115,0.5331947194600001,0.636384499265,0.34149298036,0.278504157674,1,1,1,0,0.23306683071800002,0,0,0.22821019636599998,0,0
116,0.529296199598,0.657329173079,0.37177678650799995,0.27262634228300003,0,0,1,1,0.244606053873,1,1,0.162400370926,0,0
117,0.487280293607,0.629940013753,0.384861694691,0.263981309569,1,0,1,1,0.237414830046,0,0,0.213910156642,1,0
118,0.49196912644100005,0.625360639956,0.357898711388,0.266274320917,0,0,0,0,0.8302683419519999,1,1,0.201683295158,0,0
119,0.5361687870090001,0.616438160355,0.38511706372599996,0.250505944192,0,1,1,1,0.202036170138,0,0,0.21584447903099999,0,0
120,0.5258616954800001,0.596862474889,0.39042154964000003,0.2620295922,0,0,1,1,0.296175909838,1,0,0.248733393142,1,0
121,0.520843667946,0.581120908881,0.40805599357,0.259134167507,1,0,0,0,0.227764952059,0,1,0.27357862924000004,0,0
122,0.470705896921,0.566544975383,0.45912115981799995,0.281222737512,0,1,0,0,0.025979929896499998,0,0,0.615772273988,0,0
123,0.467475418068,0.577293293859,0.455600107876,0.314925192676,0,1,1,0,0.216251085189,1,0,0.248718601975,0,0
124,0.434805325915,0.5666234768330001,0.469472187248,0.31730607993500004,1,1,0,1,0.062483020344199995,0,0,0.926818438125,0,0
125,0.46349166355099997,0.568162407449,0.48723603713,0.34391179700400004,1,0,1,0,0.292861481025,1,1,0.333384146526,0,0
